survived,tag_id,juv_datetime,juv_date,year,julian,species,run,rear_type,file_id,rel_site,rel_huc,rel_rkm,length,rel_date,esu_type,tag_year,migr_year,brood_year,salt_yrs,ad_bon_date,ad_bon_proj,ad_lgr_date,ad_lgr_proj,ad_other_date,ad_other_proj,rel_basin,rel_subbasin,trans_dam,exclude
0,3D9.1BF105C92E,2001-04-05 14:56:30,2001-04-05,2001,95,3,2,W,DMM00160.SH1,LGRRRR,17060107,522.173,242,2000-06-09,SR_Sthd,2000,2000,NA,NA,NA,NA,NA,NA,NA,NA,Snake,Snake,NA,NA
0,3D9.1BF0F39A1D,2001-04-09 11:41:39,2001-04-09,2001,99,3,2,H,EFP01096.ST2,BO1BYP,17080001,234,191,2001-04-09,Not_listed,2001,2001,1999,NA,NA,NA,NA,NA,NA,NA,BelowConf,NA,NA,NA
0,3D9.1BF0F3A151,2001-04-09 11:42:31,2001-04-09,2001,99,3,2,H,EFP01096.ST2,BO1BYP,17080001,234,204,2001-04-09,Not_listed,2001,2001,1999,NA,NA,NA,NA,NA,NA,NA,BelowConf,NA,NA,NA
0,3D9.1BF0F46C44,2001-04-09 11:42:31,2001-04-09,2001,99,3,2,H,EFP01096.ST2,BO1BYP,17080001,234,221,2001-04-09,Not_listed,2001,2001,1999,NA,NA,NA,NA,NA,NA,NA,BelowConf,NA,NA,NA
0,3D9.1BF0F45E01,2001-04-09 11:43:04,2001-04-09,2001,99,3,2,H,EFP01096.ST2,BO1BYP,17080001,234,176,2001-04-09,Not_listed,2001,2001,1999,NA,NA,NA,NA,NA,NA,NA,BelowConf,NA,NA,NA
0,3D9.1BF0F4742B,2001-04-09 11:43:15,2001-04-09,2001,99,3,2,H,EFP01096.ST2,BO1BYP,17080001,234,200,2001-04-09,Not_listed,2001,2001,1999,NA,NA,NA,NA,NA,NA,NA,BelowConf,NA,NA,NA
0,3D9.1BF0F487D8,2001-04-09 11:43:27,2001-04-09,2001,99,3,2,H,EFP01096.ST2,BO1BYP,17080001,234,167,2001-04-09,Not_listed,2001,2001,1999,NA,NA,NA,NA,NA,NA,NA,BelowConf,NA,NA,NA
0,3D9.1BF0F4691F,2001-04-09 11:43:58,2001-04-09,2001,99,3,2,H,EFP01096.ST2,BO1BYP,17080001,234,176,2001-04-09,Not_listed,2001,2001,1999,NA,NA,NA,NA,NA,NA,NA,BelowConf,NA,NA,NA
0,3D9.1BF0F4809D,2001-04-09 11:44:26,2001-04-09,2001,99,3,2,H,EFP01096.ST2,BO1BYP,17080001,234,177,2001-04-09,Not_listed,2001,2001,1999,NA,NA,NA,NA,NA,NA,NA,BelowConf,NA,NA,NA
0,3D9.1BF0F47AF8,2001-04-09 11:44:39,2001-04-09,2001,99,3,2,H,EFP01096.ST2,BO1BYP,17080001,234,174,2001-04-09,Not_listed,2001,2001,1999,NA,NA,NA,NA,NA,NA,NA,BelowConf,NA,NA,NA
0,3D9.1BF0F492B7,2001-04-09 11:45:05,2001-04-09,2001,99,3,2,H,EFP01096.ST2,BO1BYP,17080001,234,183,2001-04-09,Not_listed,2001,2001,1999,NA,NA,NA,NA,NA,NA,NA,BelowConf,NA,NA,NA
0,3D9.1BF0F47C58,2001-04-09 11:45:32,2001-04-09,2001,99,3,2,H,EFP01096.ST2,BO1BYP,17080001,234,223,2001-04-09,Not_listed,2001,2001,1999,NA,NA,NA,NA,NA,NA,NA,BelowConf,NA,NA,NA
0,3D9.1BF0F39C2B,2001-04-09 11:45:55,2001-04-09,2001,99,3,2,H,EFP01096.ST2,BO1BYP,17080001,234,212,2001-04-09,Not_listed,2001,2001,1999,NA,NA,NA,NA,NA,NA,NA,BelowConf,NA,NA,NA
0,3D9.1BF0F47212,2001-04-09 11:46:18,2001-04-09,2001,99,3,2,H,EFP01096.ST2,BO1BYP,17080001,234,182,2001-04-09,Not_listed,2001,2001,1999,NA,NA,NA,NA,NA,NA,NA,BelowConf,NA,NA,NA
0,3D9.1BF0F47EDD,2001-04-09 11:46:40,2001-04-09,2001,99,3,2,H,EFP01096.ST2,BO1BYP,17080001,234,187,2001-04-09,Not_listed,2001,2001,1999,NA,NA,NA,NA,NA,NA,NA,BelowConf,NA,NA,NA
0,3D9.1BF0F46F0B,2001-04-09 11:47:01,2001-04-09,2001,99,3,2,H,EFP01096.ST2,BO1BYP,17080001,234,191,2001-04-09,Not_listed,2001,2001,1999,NA,NA,NA,NA,NA,NA,NA,BelowConf,NA,NA,NA
0,3D9.1BF0F39AED,2001-04-09 11:47:34,2001-04-09,2001,99,3,2,H,EFP01096.ST2,BO1BYP,17080001,234,192,2001-04-09,Not_listed,2001,2001,1999,NA,NA,NA,NA,NA,NA,NA,BelowConf,NA,NA,NA
0,3D9.1BF0F47226,2001-04-09 11:47:44,2001-04-09,2001,99,3,2,H,EFP01096.ST2,BO1BYP,17080001,234,191,2001-04-09,Not_listed,2001,2001,1999,NA,NA,NA,NA,NA,NA,NA,BelowConf,NA,NA,NA
0,3D9.1BF0F4727A,2001-04-09 11:48:28,2001-04-09,2001,99,3,2,H,EFP01096.ST2,BO1BYP,17080001,234,182,2001-04-09,Not_listed,2001,2001,1999,NA,NA,NA,NA,NA,NA,NA,BelowConf,NA,NA,NA
0,3D9.1BF0F39CCA,2001-04-09 11:48:40,2001-04-09,2001,99,3,2,H,EFP01096.ST2,BO1BYP,17080001,234,198,2001-04-09,Not_listed,2001,2001,1999,NA,NA,NA,NA,NA,NA,NA,BelowConf,NA,NA,NA
0,3D9.1BF0F471CC,2001-04-09 11:49:06,2001-04-09,2001,99,3,2,H,EFP01096.ST2,BO1BYP,17080001,234,175,2001-04-09,Not_listed,2001,2001,1999,NA,NA,NA,NA,NA,NA,NA,BelowConf,NA,NA,NA
0,3D9.1BF0F48614,2001-04-09 11:49:12,2001-04-09,2001,99,3,2,H,EFP01096.ST2,BO1BYP,17080001,234,196,2001-04-09,Not_listed,2001,2001,1999,NA,NA,NA,NA,NA,NA,NA,BelowConf,NA,NA,NA
0,3D9.1BF0F44716,2001-04-09 11:49:32,2001-04-09,2001,99,3,2,H,EFP01096.ST2,BO1BYP,17080001,234,191,2001-04-09,Not_listed,2001,2001,1999,NA,NA,NA,NA,NA,NA,NA,BelowConf,NA,NA,NA
0,3D9.1BF0F466DA,2001-04-09 11:49:57,2001-04-09,2001,99,3,2,H,EFP01096.ST2,BO1BYP,17080001,234,199,2001-04-09,Not_listed,2001,2001,1999,NA,NA,NA,NA,NA,NA,NA,BelowConf,NA,NA,NA
0,3D9.1BF0F47E62,2001-04-09 11:50:06,2001-04-09,2001,99,3,2,H,EFP01096.ST2,BO1BYP,17080001,234,188,2001-04-09,Not_listed,2001,2001,1999,NA,NA,NA,NA,NA,NA,NA,BelowConf,NA,NA,NA
0,3D9.1BF0F48236,2001-04-09 11:50:23,2001-04-09,2001,99,3,2,H,EFP01096.ST2,BO1BYP,17080001,234,199,2001-04-09,Not_listed,2001,2001,1999,NA,NA,NA,NA,NA,NA,NA,BelowConf,NA,NA,NA
0,3D9.1BF0F48189,2001-04-09 11:50:33,2001-04-09,2001,99,3,2,H,EFP01096.ST2,BO1BYP,17080001,234,185,2001-04-09,Not_listed,2001,2001,1999,NA,NA,NA,NA,NA,NA,NA,BelowConf,NA,NA,NA
0,3D9.1BF0F4814D,2001-04-09 11:50:49,2001-04-09,2001,99,3,2,H,EFP01096.ST2,BO1BYP,17080001,234,178,2001-04-09,Not_listed,2001,2001,1999,NA,NA,NA,NA,NA,NA,NA,BelowConf,NA,NA,NA
0,3D9.1BF0F396C9,2001-04-09 11:50:51,2001-04-09,2001,99,3,2,H,EFP01096.ST2,BO1BYP,17080001,234,189,2001-04-09,Not_listed,2001,2001,1999,NA,NA,NA,NA,NA,NA,NA,BelowConf,NA,NA,NA
0,3D9.1BF0F478D7,2001-04-09 11:50:55,2001-04-09,2001,99,3,2,H,EFP01096.ST2,BO1BYP,17080001,234,191,2001-04-09,Not_listed,2001,2001,1999,NA,NA,NA,NA,NA,NA,NA,BelowConf,NA,NA,NA
0,3D9.1BF0F3A106,2001-04-09 11:51:28,2001-04-09,2001,99,3,2,H,EFP01096.ST2,BO1BYP,17080001,234,188,2001-04-09,Not_listed,2001,2001,1999,NA,NA,NA,NA,NA,NA,NA,BelowConf,NA,NA,NA
0,3D9.1BF0F4868D,2001-04-09 11:51:45,2001-04-09,2001,99,3,2,H,EFP01096.ST2,BO1BYP,17080001,234,177,2001-04-09,Not_listed,2001,2001,1999,NA,NA,NA,NA,NA,NA,NA,BelowConf,NA,NA,NA
0,3D9.1BF0F46995,2001-04-09 11:51:53,2001-04-09,2001,99,3,2,H,EFP01096.ST2,BO1BYP,17080001,234,174,2001-04-09,Not_listed,2001,2001,1999,NA,NA,NA,NA,NA,NA,NA,BelowConf,NA,NA,NA
0,3D9.1BF0F433C9,2001-04-09 11:52:10,2001-04-09,2001,99,3,2,H,EFP01096.ST2,BO1BYP,17080001,234,201,2001-04-09,Not_listed,2001,2001,1999,NA,NA,NA,NA,NA,NA,NA,BelowConf,NA,NA,NA
0,3D9.1BF0F44FEE,2001-04-09 11:52:22,2001-04-09,2001,99,3,2,H,EFP01096.ST2,BO1BYP,17080001,234,184,2001-04-09,Not_listed,2001,2001,1999,NA,NA,NA,NA,NA,NA,NA,BelowConf,NA,NA,NA
0,3D9.1BF0F392FC,2001-04-09 11:52:44,2001-04-09,2001,99,3,2,H,EFP01096.ST2,BO1BYP,17080001,234,201,2001-04-09,Not_listed,2001,2001,1999,NA,NA,NA,NA,NA,NA,NA,BelowConf,NA,NA,NA
0,3D9.1BF0F48000,2001-04-09 11:52:54,2001-04-09,2001,99,3,2,H,EFP01096.ST2,BO1BYP,17080001,234,176,2001-04-09,Not_listed,2001,2001,1999,NA,NA,NA,NA,NA,NA,NA,BelowConf,NA,NA,NA
0,3D9.1BF0F4990D,2001-04-09 11:53:06,2001-04-09,2001,99,3,2,H,EFP01096.ST2,BO1BYP,17080001,234,191,2001-04-09,Not_listed,2001,2001,1999,NA,NA,NA,NA,NA,NA,NA,BelowConf,NA,NA,NA
0,3D9.1BF0F393F5,2001-04-09 11:54:31,2001-04-09,2001,99,3,2,H,EFP01096.ST2,BO1BYP,17080001,234,181,2001-04-09,Not_listed,2001,2001,1999,NA,NA,NA,NA,NA,NA,NA,BelowConf,NA,NA,NA
0,3D9.1BF0F47E12,2001-04-09 11:54:44,2001-04-09,2001,99,3,2,H,EFP01096.ST2,BO1BYP,17080001,234,175,2001-04-09,Not_listed,2001,2001,1999,NA,NA,NA,NA,NA,NA,NA,BelowConf,NA,NA,NA
0,3D9.1BF0F487E9,2001-04-09 11:54:55,2001-04-09,2001,99,3,2,H,EFP01096.ST2,BO1BYP,17080001,234,178,2001-04-09,Not_listed,2001,2001,1999,NA,NA,NA,NA,NA,NA,NA,BelowConf,NA,NA,NA
0,3D9.1BF0F4448F,2001-04-09 11:55:06,2001-04-09,2001,99,3,2,H,EFP01096.ST2,BO1BYP,17080001,234,205,2001-04-09,Not_listed,2001,2001,1999,NA,NA,NA,NA,NA,NA,NA,BelowConf,NA,NA,NA
0,3D9.1BF0F4741F,2001-04-09 11:55:30,2001-04-09,2001,99,3,2,H,EFP01096.ST2,BO1BYP,17080001,234,192,2001-04-09,Not_listed,2001,2001,1999,NA,NA,NA,NA,NA,NA,NA,BelowConf,NA,NA,NA
0,3D9.1BF0F46CC1,2001-04-09 11:55:43,2001-04-09,2001,99,3,2,H,EFP01096.ST2,BO1BYP,17080001,234,170,2001-04-09,Not_listed,2001,2001,1999,NA,NA,NA,NA,NA,NA,NA,BelowConf,NA,NA,NA
0,3D9.1BF0F483A4,2001-04-09 11:55:55,2001-04-09,2001,99,3,2,H,EFP01096.ST2,BO1BYP,17080001,234,190,2001-04-09,Not_listed,2001,2001,1999,NA,NA,NA,NA,NA,NA,NA,BelowConf,NA,NA,NA
0,3D9.1BF0F47081,2001-04-09 11:56:27,2001-04-09,2001,99,3,2,H,EFP01096.ST2,BO1BYP,17080001,234,191,2001-04-09,Not_listed,2001,2001,1999,NA,NA,NA,NA,NA,NA,NA,BelowConf,NA,NA,NA
0,3D9.1BF0F488E7,2001-04-09 11:56:36,2001-04-09,2001,99,3,2,H,EFP01096.ST2,BO1BYP,17080001,234,188,2001-04-09,Not_listed,2001,2001,1999,NA,NA,NA,NA,NA,NA,NA,BelowConf,NA,NA,NA
0,3D9.1BF0F47D99,2001-04-09 11:56:47,2001-04-09,2001,99,3,2,H,EFP01096.ST2,BO1BYP,17080001,234,190,2001-04-09,Not_listed,2001,2001,1999,NA,NA,NA,NA,NA,NA,NA,BelowConf,NA,NA,NA
0,3D9.1BF0F47901,2001-04-09 11:57:09,2001-04-09,2001,99,3,2,H,EFP01096.ST2,BO1BYP,17080001,234,202,2001-04-09,Not_listed,2001,2001,1999,NA,NA,NA,NA,NA,NA,NA,BelowConf,NA,NA,NA
0,3D9.1BF0F477C3,2001-04-09 11:57:33,2001-04-09,2001,99,3,2,H,EFP01096.ST2,BO1BYP,17080001,234,179,2001-04-09,Not_listed,2001,2001,1999,NA,NA,NA,NA,NA,NA,NA,BelowConf,NA,NA,NA
0,3D9.1BF0F47974,2001-04-09 11:57:45,2001-04-09,2001,99,3,2,H,EFP01096.ST2,BO1BYP,17080001,234,209,2001-04-09,Not_listed,2001,2001,1999,NA,NA,NA,NA,NA,NA,NA,BelowConf,NA,NA,NA
0,3D9.1BF0F48120,2001-04-09 11:57:57,2001-04-09,2001,99,3,2,H,EFP01096.ST2,BO1BYP,17080001,234,190,2001-04-09,Not_listed,2001,2001,1999,NA,NA,NA,NA,NA,NA,NA,BelowConf,NA,NA,NA
0,3D9.1BF0F488E5,2001-04-09 11:58:18,2001-04-09,2001,99,3,2,H,EFP01096.ST2,BO1BYP,17080001,234,179,2001-04-09,Not_listed,2001,2001,1999,NA,NA,NA,NA,NA,NA,NA,BelowConf,NA,NA,NA
0,3D9.1BF0F39F8B,2001-04-09 11:58:26,2001-04-09,2001,99,3,2,H,EFP01096.ST2,BO1BYP,17080001,234,192,2001-04-09,Not_listed,2001,2001,1999,NA,NA,NA,NA,NA,NA,NA,BelowConf,NA,NA,NA
0,3D9.1BF0F495D8,2001-04-09 11:59:14,2001-04-09,2001,99,3,2,H,EFP01096.ST2,BO1BYP,17080001,234,201,2001-04-09,Not_listed,2001,2001,1999,NA,NA,NA,NA,NA,NA,NA,BelowConf,NA,NA,NA
0,3D9.1BF0F39965,2001-04-09 11:59:26,2001-04-09,2001,99,3,2,H,EFP01096.ST2,BO1BYP,17080001,234,172,2001-04-09,Not_listed,2001,2001,1999,NA,NA,NA,NA,NA,NA,NA,BelowConf,NA,NA,NA
0,3D9.1BF0F47B07,2001-04-09 11:59:57,2001-04-09,2001,99,3,2,H,EFP01096.ST2,BO1BYP,17080001,234,187,2001-04-09,Not_listed,2001,2001,1999,NA,NA,NA,NA,NA,NA,NA,BelowConf,NA,NA,NA
0,3D9.1BF0F471DC,2001-04-09 12:00:06,2001-04-09,2001,99,3,2,H,EFP01096.ST2,BO1BYP,17080001,234,200,2001-04-09,Not_listed,2001,2001,1999,NA,NA,NA,NA,NA,NA,NA,BelowConf,NA,NA,NA
0,3D9.1BF0F399FB,2001-04-09 12:00:42,2001-04-09,2001,99,3,2,H,EFP01096.ST2,BO1BYP,17080001,234,193,2001-04-09,Not_listed,2001,2001,1999,NA,NA,NA,NA,NA,NA,NA,BelowConf,NA,NA,NA
0,3D9.1BF0F46112,2001-04-09 12:00:53,2001-04-09,2001,99,3,2,H,EFP01096.ST2,BO1BYP,17080001,234,200,2001-04-09,Not_listed,2001,2001,1999,NA,NA,NA,NA,NA,NA,NA,BelowConf,NA,NA,NA
0,3D9.1BF0F495E0,2001-04-09 12:01:23,2001-04-09,2001,99,3,2,H,EFP01096.ST2,BO1BYP,17080001,234,197,2001-04-09,Not_listed,2001,2001,1999,NA,NA,NA,NA,NA,NA,NA,BelowConf,NA,NA,NA
0,3D9.1BF0F48C1F,2001-04-09 12:01:34,2001-04-09,2001,99,3,2,H,EFP01096.ST2,BO1BYP,17080001,234,176,2001-04-09,Not_listed,2001,2001,1999,NA,NA,NA,NA,NA,NA,NA,BelowConf,NA,NA,NA
0,3D9.1BF0F495C1,2001-04-09 12:02:31,2001-04-09,2001,99,3,2,H,EFP01096.ST2,BO1BYP,17080001,234,NA,2001-04-09,Not_listed,2001,2001,1999,NA,NA,NA,NA,NA,NA,NA,BelowConf,NA,NA,NA
0,3D9.1BF0F47FFC,2001-04-09 12:02:41,2001-04-09,2001,99,3,2,H,EFP01096.ST2,BO1BYP,17080001,234,196,2001-04-09,Not_listed,2001,2001,1999,NA,NA,NA,NA,NA,NA,NA,BelowConf,NA,NA,NA
