survived,tag_id,juv_datetime,juv_date,year,julian,species,run,rear_type,file_id,rel_site,rel_huc,rel_rkm,length,rel_date,esu_type,tag_year,migr_year,brood_year,salt_yrs,ad_bon_date,ad_bon_proj,ad_lgr_date,ad_lgr_proj,ad_other_date,ad_other_proj,rel_basin,rel_subbasin,trans_dam,exclude
0,3D9.1C2C31B3EB,2008-04-26 17:03:56,2008-04-26,2008,117,1,2,W,MRC07251.HB2,ENTIAR,17020010,778.011,78,2007-09-08,UC_Ch23,2007,2007,NA,NA,NA,NA,NA,NA,NA,NA,UpColumbia,Entiat,NA,NA
0,3D9.1BF260359B,2008-05-01 15:02:49,2008-05-01,2008,122,1,2,W,MRC07211.HA3,ENTIAR,17020010,778.002,75,2007-07-30,UC_Ch23,2007,2007,NA,NA,NA,NA,NA,NA,NA,NA,UpColumbia,Entiat,NA,NA
0,3D9.1BF2042CB3,2008-05-04 08:47:59,2008-05-04,2008,125,1,2,W,BDM07325.NT1,IMNTRP,17060102,522.308.007,80,2007-11-21,SR_Ch1,2007,2008,2006,NA,NA,NA,NA,NA,NA,NA,Snake,Imnaha,NA,NA
1,3D9.1C2CCBC1C1,2008-05-05 02:21:41,2008-05-05,2008,126,1,2,H,BDL08053.P21,PAHP,17060202,522.303.489.011,NA,2008-03-31,SR_Ch1,2008,2008,2006,0,2008-07-05,B2A,2008-07-25,GRA,2008-07-14,other IHA 522.016,Snake,Salmon,NA,NA
1,3D9.1BF1A2ECAD,2008-05-05 17:15:32,2008-05-05,2008,126,1,2,W,BDM07304.NT1,IMNTRP,17060102,522.308.007,83,2007-11-01,SR_Ch1,2007,2008,2006,2,2010-05-10,B2A,NA,NA,NA,NA,Snake,Imnaha,NA,NA
0,3D9.1BF203FC13,2008-05-06 00:36:38,2008-05-06,2008,127,1,2,W,BDM07325.NT1,IMNTRP,17060102,522.308.007,94,2007-11-21,SR_Ch1,2007,2008,2006,NA,NA,NA,NA,NA,NA,NA,Snake,Imnaha,NA,NA
0,3D9.1C2CC99B49,2008-05-06 02:54:50,2008-05-06,2008,127,1,2,H,BDL08053.P21,PAHP,17060202,522.303.489.011,NA,2008-03-31,SR_Ch1,2008,2008,2006,NA,NA,NA,NA,NA,NA,NA,Snake,Salmon,NA,NA
1,3D9.1C2CCAFF9B,2008-05-06 04:05:16,2008-05-06,2008,127,1,2,H,BDL08053.P21,PAHP,17060202,522.303.489.011,NA,2008-03-31,SR_Ch1,2008,2008,2006,0,2008-07-15,B2A,NA,NA,2008-07-22,other IHA 522.016,Snake,Salmon,NA,NA
1,3D9.1C2CC946AB,2008-05-06 07:50:08,2008-05-06,2008,127,1,2,H,BDL08052.P31,PAHP,17060202,522.303.489.011,NA,2008-03-31,SR_Ch1,2008,2008,2006,0,2008-07-26,B2A,2008-08-09,GRA,2008-08-02,other IHA 522.016,Snake,Salmon,NA,NA
1,3D9.1C2CC9913F,2008-05-06 09:40:34,2008-05-06,2008,127,1,2,H,BDL08053.P31,PAHP,17060202,522.303.489.011,NA,2008-03-31,SR_Ch1,2008,2008,2006,0,2008-07-18,B2A,2008-08-04,GRA,2008-07-27,other IHA 522.016,Snake,Salmon,NA,NA
0,3D9.1C2C9C22B5,2008-05-06 09:42:46,2008-05-06,2008,127,1,2,H,BDL08052.P21,PAHP,17060202,522.303.489.011,NA,2008-03-31,SR_Ch1,2008,2008,2006,NA,NA,NA,NA,NA,NA,NA,Snake,Salmon,NA,NA
0,3D9.1BF1CBC53C,2008-05-06 10:25:42,2008-05-06,2008,127,1,2,W,BDM07294.NT1,IMNTRP,17060102,522.308.007,67,2007-10-21,SR_Ch1,2007,2008,2006,NA,NA,NA,NA,NA,NA,NA,Snake,Imnaha,NA,NA
0,3D9.1BF243E23C,2008-05-06 11:23:01,2008-05-06,2008,127,1,2,W,BDM07307.NT1,IMNTRP,17060102,522.308.007,72,2007-11-03,SR_Ch1,2007,2008,2006,NA,NA,NA,NA,NA,NA,NA,Snake,Imnaha,NA,NA
1,3D9.1BF27E4CC5,2008-05-06 14:44:23,2008-05-06,2008,127,1,2,W,BDM08087.NT1,IMNTRP,17060102,522.308.007,91,2008-03-27,SR_Ch1,2008,2008,2006,3,2011-04-28,B2A,2011-05-09,GRA,2011-05-06,other IHA 522.016,Snake,Imnaha,NA,NA
0,3D9.1BF1F868DA,2008-05-06 15:27:16,2008-05-06,2008,127,1,2,W,BDM07320.NT1,IMNTRP,17060102,522.308.007,104,2007-11-16,SR_Ch1,2007,2008,2006,NA,NA,NA,NA,NA,NA,NA,Snake,Imnaha,NA,NA
0,3D9.1BF25FD8FB,2008-05-06 15:55:05,2008-05-06,2008,127,1,2,W,BDM07294.NT1,IMNTRP,17060102,522.308.007,74,2007-10-21,SR_Ch1,2007,2008,2006,NA,NA,NA,NA,NA,NA,NA,Snake,Imnaha,NA,NA
1,3D9.1C2CC99DA4,2008-05-06 16:37:51,2008-05-06,2008,127,1,2,H,BDL08052.P31,PAHP,17060202,522.303.489.011,NA,2008-03-31,SR_Ch1,2008,2008,2006,0,2008-08-08,B2A,2008-08-27,GRA,2008-08-16,other IHA 522.016,Snake,Salmon,NA,NA
0,3D9.1C2CC97429,2008-05-06 21:21:54,2008-05-06,2008,127,1,2,H,BDL08053.P21,PAHP,17060202,522.303.489.011,NA,2008-03-31,SR_Ch1,2008,2008,2006,NA,NA,NA,NA,NA,NA,NA,Snake,Salmon,NA,NA
0,3D9.1BF27E388E,2008-05-06 21:35:18,2008-05-06,2008,127,1,2,W,BDM08065.NT1,IMNTRP,17060102,522.308.007,86,2008-03-05,SR_Ch1,2008,2008,2006,NA,NA,NA,NA,NA,NA,NA,Snake,Imnaha,NA,NA
0,3D9.1C2C880370,2008-05-07 04:46:21,2008-05-07,2008,128,1,2,H,CSS08042.M41,KNOXB,17060208,522.303.215.118,NA,2008-03-17,SR_Ch1,2008,2008,2006,NA,NA,NA,NA,NA,NA,NA,Snake,Salmon,NA,NA
0,3D9.1BF203D775,2008-05-07 05:23:07,2008-05-07,2008,128,1,2,W,BDM07296.NT1,IMNTRP,17060102,522.308.007,81,2007-10-23,SR_Ch1,2007,2008,2006,NA,NA,NA,NA,NA,NA,NA,Snake,Imnaha,NA,NA
1,3D9.1C2CC98A28,2008-05-07 07:15:49,2008-05-07,2008,128,1,2,H,BDL08053.P21,PAHP,17060202,522.303.489.011,NA,2008-03-31,SR_Ch1,2008,2008,2006,0,2008-07-18,B2A,2008-08-07,GRA,2008-07-26,other IHA 522.016,Snake,Salmon,NA,NA
1,3D9.1C2C85E471,2008-05-07 08:19:59,2008-05-07,2008,128,1,2,H,CSS08043.M51,KNOXB,17060208,522.303.215.118,NA,2008-03-17,SR_Ch1,2008,2008,2006,0,2008-07-07,B2A,NA,NA,2008-08-07,other LTR 522.100.003,Snake,Salmon,NA,NA
0,3D9.1BF27EB52E,2008-05-07 11:02:57,2008-05-07,2008,128,1,2,W,BDM07302.NT1,IMNTRP,17060102,522.308.007,81,2007-10-29,SR_Ch1,2007,2008,2006,NA,NA,NA,NA,NA,NA,NA,Snake,Imnaha,NA,NA
0,3D9.1C2CCB364E,2008-05-07 13:19:15,2008-05-07,2008,128,1,2,H,BDL08053.P21,PAHP,17060202,522.303.489.011,NA,2008-03-31,SR_Ch1,2008,2008,2006,NA,NA,NA,NA,NA,NA,NA,Snake,Salmon,NA,NA
0,3D9.1C2CC941DB,2008-05-07 13:46:30,2008-05-07,2008,128,1,2,H,BDL08053.P11,PAHP,17060202,522.303.489.011,NA,2008-03-31,SR_Ch1,2008,2008,2006,NA,NA,NA,NA,NA,NA,NA,Snake,Salmon,NA,NA
0,3D9.1BF203BB45,2008-05-07 13:52:03,2008-05-07,2008,128,1,2,W,BDM07323.NT1,IMNTRP,17060102,522.308.007,79,2007-11-19,SR_Ch1,2007,2008,2006,NA,NA,NA,NA,NA,NA,NA,Snake,Imnaha,NA,NA
0,3D9.1BF243E4B8,2008-05-07 14:03:16,2008-05-07,2008,128,1,2,W,BDM07294.NT1,IMNTRP,17060102,522.308.007,87,2007-10-21,SR_Ch1,2007,2008,2006,NA,NA,NA,NA,NA,NA,NA,Snake,Imnaha,NA,NA
0,3D9.1BF1A2FA90,2008-05-07 14:51:58,2008-05-07,2008,128,1,2,W,BDM07305.NT1,IMNTRP,17060102,522.308.007,74,2007-11-01,SR_Ch1,2007,2008,2006,NA,NA,NA,NA,NA,NA,NA,Snake,Imnaha,NA,NA
0,3D9.1BF27E4171,2008-05-07 14:55:32,2008-05-07,2008,128,1,2,W,BDM08063.NT1,IMNTRP,17060102,522.308.007,92,2008-03-03,SR_Ch1,2008,2008,2006,NA,NA,NA,NA,NA,NA,NA,Snake,Imnaha,NA,NA
0,3D9.1BF27E44AB,2008-05-07 16:56:49,2008-05-07,2008,128,1,2,W,BDM08086.NT1,IMNTRP,17060102,522.308.007,127,2008-03-26,SR_Ch1,2008,2008,2006,NA,NA,NA,NA,NA,NA,NA,Snake,Imnaha,NA,NA
0,3D9.1BF27ECF90,2008-05-07 18:58:48,2008-05-07,2008,128,1,2,W,BDM08094.NT1,IMNTRP,17060102,522.308.007,94,2008-04-03,SR_Ch1,2008,2008,2006,NA,NA,NA,NA,NA,NA,NA,Snake,Imnaha,NA,NA
0,3D9.1BF2042AD1,2008-05-07 19:35:19,2008-05-07,2008,128,1,2,W,BDM07296.NT1,IMNTRP,17060102,522.308.007,93,2007-10-23,SR_Ch1,2007,2008,2006,NA,NA,NA,NA,NA,NA,NA,Snake,Imnaha,NA,NA
0,3D9.1BF27EB981,2008-05-08 01:53:10,2008-05-08,2008,129,1,2,W,BDM07297.NT1,IMNTRP,17060102,522.308.007,98,2007-10-24,SR_Ch1,2007,2008,2006,NA,NA,NA,NA,NA,NA,NA,Snake,Imnaha,NA,NA
0,3D9.1BF2040AAC,2008-05-08 05:50:39,2008-05-08,2008,129,1,2,W,BDM07323.NT1,IMNTRP,17060102,522.308.007,92,2007-11-19,SR_Ch1,2007,2008,2006,NA,NA,NA,NA,NA,NA,NA,Snake,Imnaha,NA,NA
0,3D9.1BF20407F3,2008-05-08 07:29:46,2008-05-08,2008,129,1,2,W,BDM07300.NT1,IMNTRP,17060102,522.308.007,94,2007-10-27,SR_Ch1,2007,2008,2006,NA,NA,NA,NA,NA,NA,NA,Snake,Imnaha,NA,NA
0,3D9.1BF1A7D5BE,2008-05-08 07:55:52,2008-05-08,2008,129,1,2,W,BDM07304.NT1,IMNTRP,17060102,522.308.007,79,2007-11-01,SR_Ch1,2007,2008,2006,NA,NA,NA,NA,NA,NA,NA,Snake,Imnaha,NA,NA
0,3D9.1BF27E93E1,2008-05-08 08:32:34,2008-05-08,2008,129,1,2,W,BDM07295.NT1,IMNTRP,17060102,522.308.007,78,2007-10-22,SR_Ch1,2007,2008,2006,NA,NA,NA,NA,NA,NA,NA,Snake,Imnaha,NA,NA
0,3D9.1BF234F8DF,2008-05-08 09:14:44,2008-05-08,2008,129,1,2,W,KAA07264.ST1,SECTRP,17060208,522.303.215.059.007,80,2007-09-21,SR_Ch1,2007,2008,NA,NA,NA,NA,NA,NA,NA,NA,Snake,Salmon,NA,NA
0,3D9.1BF27E6E22,2008-05-08 09:32:23,2008-05-08,2008,129,1,2,W,BDM08091.NT1,IMNTRP,17060102,522.308.007,106,2008-03-31,SR_Ch1,2008,2008,2006,NA,NA,NA,NA,NA,NA,NA,Snake,Imnaha,NA,NA
1,3D9.1BF1BC0AC1,2008-05-08 11:02:56,2008-05-08,2008,129,1,2,W,BDM07324.NT1,IMNTRP,17060102,522.308.007,84,2007-11-20,SR_Ch1,2007,2008,2006,2,2010-05-06,B2A,NA,NA,NA,NA,Snake,Imnaha,NA,NA
0,3D9.1BF243C58A,2008-05-08 11:17:14,2008-05-08,2008,129,1,2,W,BDM07325.NT1,IMNTRP,17060102,522.308.007,98,2007-11-21,SR_Ch1,2007,2008,2006,NA,NA,NA,NA,NA,NA,NA,Snake,Imnaha,NA,NA
0,3D9.1BF243D89B,2008-05-08 11:52:10,2008-05-08,2008,129,1,2,W,BDM07302.NT1,IMNTRP,17060102,522.308.007,92,2007-10-29,SR_Ch1,2007,2008,2006,NA,NA,NA,NA,NA,NA,NA,Snake,Imnaha,NA,NA
0,3D9.1BF2482554,2008-05-08 11:59:14,2008-05-08,2008,129,1,2,W,BDM07325.NT1,IMNTRP,17060102,522.308.007,88,2007-11-21,SR_Ch1,2007,2008,2006,NA,NA,NA,NA,NA,NA,NA,Snake,Imnaha,NA,NA
0,3D9.1BF1F8CD8A,2008-05-08 12:02:35,2008-05-08,2008,129,1,2,W,BDM07301.NT1,IMNTRP,17060102,522.308.007,76,2007-10-28,SR_Ch1,2007,2008,2006,NA,NA,NA,NA,NA,NA,NA,Snake,Imnaha,NA,NA
0,3D9.1BF16BE866,2008-05-08 12:05:19,2008-05-08,2008,129,1,2,W,KAA07287.ST1,SECTRP,17060208,522.303.215.059.007,85,2007-10-14,SR_Ch1,2007,2008,NA,NA,NA,NA,NA,NA,NA,NA,Snake,Salmon,NA,NA
