survived,tag_id,juv_datetime,juv_date,year,julian,species,run,rear_type,file_id,rel_site,rel_huc,rel_rkm,length,rel_date,esu_type,tag_year,migr_year,brood_year,salt_yrs,ad_bon_date,ad_bon_proj,ad_lgr_date,ad_lgr_proj,ad_other_date,ad_other_proj,rel_basin,rel_subbasin,trans_dam,exclude
0,5102153542,1998-04-01 19:41:10,1998-04-01,1998,91,1,1,H,SMF98016.YEL,UMAR,17070103,465.027,150,1998-03-09,Not_listed,1998,1998,1996,NA,NA,NA,NA,NA,NA,NA,BelowConf,Umatilla,NA,NA
0,507E160B1E,1998-04-03 23:26:11,1998-04-03,1998,93,1,1,H,SMF98016.PNK,UMAR,17070103,465.042,138,1998-03-09,Not_listed,1998,1998,1996,NA,NA,NA,NA,NA,NA,NA,BelowConf,Umatilla,NA,NA
0,507E05744E,1998-04-06 19:31:07,1998-04-06,1998,96,1,1,H,WAC98015.04B,IMQP,17070103,465.128,128,1998-03-08,Not_listed,1998,1998,1996,NA,NA,NA,NA,NA,NA,NA,BelowConf,Umatilla,NA,NA
0,5102230222,1998-04-08 07:02:10,1998-04-08,1998,98,1,1,H,SMF98016.YL2,UMAR,17070103,465.027,137,1998-03-10,Not_listed,1998,1998,1996,NA,NA,NA,NA,NA,NA,NA,BelowConf,Umatilla,NA,NA
0,5100211462,1998-04-09 15:27:04,1998-04-09,1998,99,1,1,H,SMF98016.YL2,UMAR,17070103,465.027,126,1998-03-10,Not_listed,1998,1998,1996,NA,NA,NA,NA,NA,NA,NA,BelowConf,Umatilla,NA,NA
0,51021B7D41,1998-04-11 01:32:37,1998-04-11,1998,101,1,1,H,WAC98016.05B,IMQP,17070103,465.128,138,1998-03-08,Not_listed,1998,1998,1996,NA,NA,NA,NA,NA,NA,NA,BelowConf,Umatilla,NA,NA
0,5100354F54,1998-04-11 21:38:04,1998-04-11,1998,101,1,1,H,SMF98016.YL3,UMAR,17070103,465.027,136,1998-03-11,Not_listed,1998,1998,1996,NA,NA,NA,NA,NA,NA,NA,BelowConf,Umatilla,NA,NA
0,507E1C2B2D,1998-04-12 07:54:51,1998-04-12,1998,102,1,1,H,WAC98015.M2C,IMQP,17070103,465.128,139,1998-03-08,Not_listed,1998,1998,1996,NA,NA,NA,NA,NA,NA,NA,BelowConf,Umatilla,NA,NA
0,51001F574B,1998-04-14 00:38:05,1998-04-14,1998,104,1,1,H,WAC98015.M2C,IMQP,17070103,465.128,134,1998-03-08,Not_listed,1998,1998,1996,NA,NA,NA,NA,NA,NA,NA,BelowConf,Umatilla,NA,NA
0,507D583B2D,1998-04-14 21:07:37,1998-04-14,1998,104,1,1,H,WAC98015.04A,IMQP,17070103,465.128,155,1998-03-08,Not_listed,1998,1998,1996,NA,NA,NA,NA,NA,NA,NA,BelowConf,Umatilla,NA,NA
0,507E014D5A,1998-04-15 04:24:28,1998-04-15,1998,105,1,1,H,SMF98016.GRN,IMQP,17070103,465.128,134,1998-03-09,Not_listed,1998,1998,1996,NA,NA,NA,NA,NA,NA,NA,BelowConf,Umatilla,NA,NA
0,507D570724,1998-04-15 22:01:46,1998-04-15,1998,105,1,1,H,SMF98016.PK2,UMAR,17070103,465.042,130,1998-03-10,Not_listed,1998,1998,1996,NA,NA,NA,NA,NA,NA,NA,BelowConf,Umatilla,NA,NA
