survived,tag_id,juv_datetime,juv_date,year,julian,species,run,rear_type,file_id,rel_site,rel_huc,rel_rkm,length,rel_date,esu_type,tag_year,migr_year,brood_year,salt_yrs,ad_bon_date,ad_bon_proj,ad_lgr_date,ad_lgr_proj,ad_other_date,ad_other_proj,rel_basin,rel_subbasin,trans_dam,exclude
0,3D9.257C5D47DD,2006-03-05 07:15:52,2006-03-05,2006,64,1,1,W,IGJ05216.WBB,WIND2R,17070105,251.025,68,2005-08-04,LC_Ch1,2005,2005,NA,NA,NA,NA,NA,NA,NA,NA,BelowConf,Wind,NA,NA
0,3D9.257C5D3A7A,2006-03-12 00:56:32,2006-03-12,2006,71,1,1,W,IGJ05224.WAB,WIND2R,17070105,251.026,75,2005-08-12,LC_Ch1,2005,2005,NA,NA,NA,NA,NA,NA,NA,NA,BelowConf,Wind,NA,NA
0,3D9.1BF233FD62,2006-03-23 03:31:34,2006-03-23,2006,82,1,1,H,RWS06006.M2B,IMQP,17070103,465.128,129,2006-02-18,Not_listed,2006,2006,NA,NA,NA,NA,NA,NA,NA,NA,BelowConf,Umatilla,NA,NA
0,3D9.1BF23415BC,2006-04-05 04:13:31,2006-04-05,2006,95,1,1,H,RWS06006.M2A,IMQP,17070103,465.128,145,2006-02-18,Not_listed,2006,2006,NA,NA,NA,NA,NA,NA,NA,NA,BelowConf,Umatilla,NA,NA
0,3D9.1BF22A1B40,2006-04-05 21:05:20,2006-04-05,2006,95,1,1,H,DTL05108.MRG,KLICKR,17070106,290.126,74,2005-05-18,Not_listed,2005,2005,2004,NA,NA,NA,NA,NA,NA,NA,BelowConf,Klickitat,NA,NA
0,3D9.1BF23428BA,2006-04-06 02:44:11,2006-04-06,2006,96,1,1,H,RWS06006.M2A,IMQP,17070103,465.128,152,2006-02-18,Not_listed,2006,2006,NA,NA,NA,NA,NA,NA,NA,NA,BelowConf,Umatilla,NA,NA
0,3D9.1BF234311B,2006-04-06 05:52:46,2006-04-06,2006,96,1,1,H,RWS06006.M2A,IMQP,17070103,465.128,155,2006-02-18,Not_listed,2006,2006,NA,NA,NA,NA,NA,NA,NA,NA,BelowConf,Umatilla,NA,NA
0,3D9.1BF234F816,2006-04-10 10:34:24,2006-04-10,2006,100,1,1,H,RER06096.MS,HOODR,17070105,273.007,149,2006-04-06,Not_listed,2006,2006,NA,NA,NA,NA,NA,NA,NA,NA,BelowConf,Hood,NA,NA
0,3D9.1BF2031202,2006-04-10 20:27:51,2006-04-10,2006,100,1,1,H,RWS05312.M1C,IMQP,17070103,465.128,128,2006-02-18,Not_listed,2005,2006,NA,NA,NA,NA,NA,NA,NA,NA,BelowConf,Umatilla,NA,NA
0,3D9.1BF2345DA4,2006-04-11 04:03:47,2006-04-11,2006,101,1,1,H,LRB05341.CA1,CARS,17070105,251.028,103,2006-04-10,Not_listed,2005,2006,2004,NA,NA,NA,NA,NA,NA,NA,BelowConf,Wind,NA,NA
0,3D9.1BF23463CE,2006-04-11 05:22:35,2006-04-11,2006,101,1,1,H,LRB05340.CA1,CARS,17070105,251.028,107,2006-04-10,Not_listed,2005,2006,2004,NA,NA,NA,NA,NA,NA,NA,BelowConf,Wind,NA,NA
0,3D9.1BF2469BCF,2006-04-11 05:28:33,2006-04-11,2006,101,1,1,H,LRB05340.CA1,CARS,17070105,251.028,106,2006-04-10,Not_listed,2005,2006,2004,NA,NA,NA,NA,NA,NA,NA,BelowConf,Wind,NA,NA
0,3D9.1BF23644F0,2006-04-11 05:30:51,2006-04-11,2006,101,1,1,H,LRB05341.CA1,CARS,17070105,251.028,114,2006-04-10,Not_listed,2005,2006,2004,NA,NA,NA,NA,NA,NA,NA,BelowConf,Wind,NA,NA
0,3D9.1BF23F50A2,2006-04-11 06:15:41,2006-04-11,2006,101,1,1,H,LRB05341.CA1,CARS,17070105,251.028,106,2006-04-10,Not_listed,2005,2006,2004,NA,NA,NA,NA,NA,NA,NA,BelowConf,Wind,NA,NA
0,3D9.1BF23F66ED,2006-04-11 06:18:14,2006-04-11,2006,101,1,1,H,LRB05342.CA1,CARS,17070105,251.028,129,2006-04-10,Not_listed,2005,2006,2004,NA,NA,NA,NA,NA,NA,NA,BelowConf,Wind,NA,NA
0,3D9.1BF2350CE4,2006-04-11 06:24:12,2006-04-11,2006,101,1,1,H,RER06096.MS,HOODR,17070105,273.007,140,2006-04-06,Not_listed,2006,2006,NA,NA,NA,NA,NA,NA,NA,NA,BelowConf,Hood,NA,NA
0,3D9.1BF2345560,2006-04-11 06:47:34,2006-04-11,2006,101,1,1,H,LRB05340.CA1,CARS,17070105,251.028,118,2006-04-10,Not_listed,2005,2006,2004,NA,NA,NA,NA,NA,NA,NA,BelowConf,Wind,NA,NA
0,3D9.1BF233E59F,2006-04-11 08:56:37,2006-04-11,2006,101,1,1,H,LRB05341.CA1,CARS,17070105,251.028,100,2006-04-10,Not_listed,2005,2006,2004,NA,NA,NA,NA,NA,NA,NA,BelowConf,Wind,NA,NA
